Trial,Column,overall,correctness,completeness,category,ground_truth,predicted,reason
NCT00309985_Sweeney_CHAARTED_NEJM'15,Primary Endpoint(s),0.0,0.0,0.0,structured_text,Overall survival,"The primary objective was ""to test the hypothesis that the median overall survival would be 33.3% longer among patients receiving docetaxel added to ADT early during therapy than among patients receiv","LLM call failed: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
NCT00309985_Sweeney_CHAARTED_NEJM'15,Treatment Arm 1 Regimen,0.0,0.0,0.0,structured_text,Docetaxel 75 mg/m² IV every 3 weeks × 6 cycles + ADT,,"LLM call failed: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
NCT00309985_Sweeney_CHAARTED_NEJM'15,Treatment Arm(s),0.0,0.0,0.0,structured_text,ADT + docetaxel,"ADT plus docetaxel, ADT alone","LLM call failed: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
NCT00309985_Sweeney_CHAARTED_NEJM'15,Treatment Class,0.0,0.0,0.0,structured_text,Chemotherapy (taxane),,"LLM call failed: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
NCT00309985_Sweeney_CHAARTED_NEJM'15,Quality of Life Scale,0.0,0.0,0.0,structured_text,,,"LLM call failed: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
NCT00309985_Sweeney_CHAARTED_NEJM'15,Secondary Endpoint(s),0.0,0.0,0.0,structured_text,Time to castration-resistant prostate cancer; time to clinical progression; PSA response; safety,"The median time to biochemical, symptomatic, or radiographic progression was 20.2 months in the combination group, as compared with 11.7 months in the ADT-alone group (hazard ratio, 0.61; 95% CI, 0.51","LLM call failed: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
NCT00309985_Sweeney_CHAARTED_NEJM'15,Trial,0.0,0.0,0.0,structured_text,CHAARTED,E3805 study,"LLM call failed: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
NCT00309985_Sweeney_CHAARTED_NEJM'15,COE_RCT_IND_OVERALL_RJ,0.0,0.0,0.0,structured_text,Yes,,"LLM call failed: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
NCT00309985_Sweeney_CHAARTED_NEJM'15,Class of Agent in Treatment Arm 1,0.0,0.0,0.0,structured_text,Cytotoxic chemotherapy (taxane – docetaxel),Chemotherapy and Hormonal Therapy,"LLM call failed: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
NCT00309985_Sweeney_CHAARTED_NEJM'15,Type of Therapy,0.0,0.0,0.0,structured_text,Chemohormonal therapy (ADT + chemotherapy),"ADT plus docetaxel (at a dose of 75 mg per square meter of body-surface area every 3 weeks for six cycles), ADT alone","LLM call failed: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
NCT00309985_Sweeney_CHAARTED_NEJM'15,Control Arm,0.0,0.0,0.0,structured_text,ADT alone,ADT alone,"LLM call failed: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
NCT00309985_Sweeney_CHAARTED_NEJM'15,Treatment Arm - N,0.75,0.5,1.0,numeric_tolerance,397,"397, 393","The ground truth has one number (397). The prediction has two numbers (397, 393). One of the predicted numbers (397) matches the ground truth. Since the prediction contains an extra number that is not in the ground truth, the correctness is 0.5. The completeness is 1.0 because the ground truth numbe"
NCT02799602_Hussain_ARASENS_JCO'23,Docetaxel administration - N (%) | Treatment,0.0,0.0,0.0,numeric_tolerance,All patients received docetaxel (100%),651,The predicted number 651 does not match the GT number 100.
NCT02799602_Hussain_ARASENS_JCO'23,Docetaxel administration - N (%) | Control,0.0,0.0,0.0,numeric_tolerance,All patients received docetaxel (100%),651,The predicted number 651 does not match the GT number 100.
NCT02799602_Hussain_ARASENS_JCO'23,Median Age (years) | Control,0.5,1.0,0.0,numeric_tolerance,High-volume: 67.0 (44–86) Low-volume: 67.5 (42–81) High-risk: 67.0 (44–86) Low-risk: 67.0 (42–85),67.0,The predicted value 67.0 appears in the GT. Correctness: 1.0 (The predicted number matches a number in GT). Completeness: 0.0 (Only one of the numbers in GT is captured in Pred).
NCT02799602_Hussain_ARASENS_JCO'23,Median Age (years) | Treatment,0.5,1.0,0.0,numeric_tolerance,High-volume: 67.0 (range 41–89) Low-volume: 67.0 (41–84) High-risk: 67.0 (41–86) Low-risk: 67.0 (41–89),67.0,The predicted value 67.0 appears in the GT. Correctness: 1.0 (The predicted number matches a number in GT). Completeness: 0.0 (Only one of the numbers in GT is captured in Pred).
NCT02799602_Hussain_ARASENS_JCO'23,Adverse Events - N (%) | All-Cause Grade 3 or Higher | Treatment,0.0,0.0,0.0,numeric_tolerance,High-volume: 64.9% (grade 3 or 4 AEs) Low-volume: 70.1% (grade 3 or 4 AEs),458,GT contains two percentages: 64.9 and 70.1. Pred contains the number 458. None of the predicted numbers match the ground truth numbers.
NCT02799602_Hussain_ARASENS_JCO'23,Adverse Events - N (%) | All-Cause Grade 3 or Higher | Control,0.0,0.0,0.0,numeric_tolerance,High-volume: 64.2% (grade 3 or 4 AEs) Low-volume: 61.1% (grade 3 or 4 AEs),439,GT contains two percentages: 64.2 and 61.1. Pred contains the number 439. None of the predicted numbers match the ground truth numbers.
NCT02799602_Hussain_ARASENS_JCO'23,Gleason score - N (%) | ≥ 8 | Treatment,0.0,0.0,0.0,numeric_tolerance,High-volume: 381 (76.7) Low-volume: 124 (80.5) High-risk: 428 (94.7) Low-risk: 77 (38.7),,"GT contains the numbers 381, 76.7, 124, 80.5, 428, 94.7, 77, and 38.7. Pred is empty. Since one is empty, correctness and completeness are 0."
NCT02799602_Hussain_ARASENS_JCO'23,Gleason score - N (%) | ≤ 7 | Control,0.0,0.0,0.0,numeric_tolerance,High-volume: 87 (17.1) Low-volume: 31 (21.2) High-risk: 16 (3.5) Low-risk: 102 (52.6),,"GT contains the numbers 87, 17.1, 31, 21.2, 16, 3.5, 102, and 52.6. Pred is empty. Since one is empty, correctness and completeness are 0."
NCT02799602_Hussain_ARASENS_JCO'23,Gleason score - N (%) | ≥ 8 | Control,0.0,0.0,0.0,numeric_tolerance,High-volume: 403 (79.3) Low-volume: 113 (77.4) High-risk: 440 (95.7) Low-risk: 76 (39.2),,"GT contains the numbers 403, 79.3, 113, 77.4, 440, 95.7, 76, and 39.2. Pred is empty. Since one is empty, correctness and completeness are 0."
NCT02799602_Hussain_ARASENS_JCO'23,Gleason score - N (%) | ≤ 7 | Treatment,0.0,0.0,0.0,numeric_tolerance,High-volume: 96 (19.3) Low-volume: 26 (16.9) High-risk: 16 (3.5) Low-risk: 106 (53.3),,"GT contains the numbers 96, 19.3, 26, 16.9, 16, 3.5, 106, and 53.3. Pred is empty. Since one is empty, correctness and completeness are 0."
NCT02799602_Hussain_ARASENS_JCO'23,Median On-Treatment Duration (mo) | Control,0.0,0.0,0.0,numeric_tolerance,High-volume: 15.3 months (placebo) Low-volume: 26.5 months (placebo) High-risk: 15.2 months (placebo) Low-risk: 22.5 months (placebo),,"GT contains four numbers: 15.3, 26.5, 15.2, and 22.5. Pred is empty. Since one is empty, correctness and completeness are 0."
NCT02799602_Hussain_ARASENS_JCO'23,Median On-Treatment Duration (mo) | Treatment,0.5,1.0,0.0,numeric_tolerance,High-volume: 32.9 months (darolutamide) Low-volume: 43.6 months (darolutamide) High-risk: 33.1 months (darolutamide) Low-risk: 43.3 months (darolutamide),41,"GT contains four numbers: 32.9, 43.6, 33.1, and 43.3. Pred contains one number: 41. 41 is within tolerance of 43.6 and 43.3. correctness: 1/1 = 1.0, since the predicted number is close to at least one GT number. completeness: 1/4 = 0.25, rounded to 0.0 since only one GT number is captured."
NCT02799602_Hussain_ARASENS_JCO'23,Trial Name,0.0,0.0,0.0,exact_match,ARASENS (subgroup analysis: disease volume/risk subgroups),ARASENS,Not an exact match.
NCT02799602_Hussain_ARASENS_JCO'23,Original/Follow Up,0.0,0.0,0.0,exact_match,Follow Up,original report,Not equivalent.
NCT02799602_Hussain_ARASENS_JCO'23,Number of Arms Included,0.0,0.0,0.0,exact_match,2 arms (darolutamide vs placebo; both with ADT + docetaxel),2,Not an exact match.
NCT02799602_Hussain_ARASENS_JCO'23,Quality of Life reported,0.0,0.0,0.0,exact_match,YesYes (pain + symptom/physical-function instruments listed as secondary endpoints),time to worsening of disease-related physical symptoms as measured by the Functional Assessment of Cancer Therapy–Prostate (National Comprehensive Cancer Network) symptom index 17-item questionnaire,Not equivalent.
NCT02799602_Hussain_ARASENS_JCO'23,Median OS (mo) | Overall | Control,0.0,0.0,0.0,numeric_tolerance,,42.4,"GT is empty, and Pred has a numeric value."
NCT02799602_Hussain_ARASENS_JCO'23,Median OS (mo) | Overall | Treatment,0.0,0.0,0.0,numeric_tolerance,,NE,"GT is empty, and Pred has a non-numeric value."
NCT02799602_Hussain_ARASENS_JCO'23,2,0.0,0.0,0.0,numeric_tolerance,,,"GT is empty, but Pred has a value."
NCT02799602_Hussain_ARASENS_JCO'23,3,0.0,0.0,0.0,numeric_tolerance,,,"GT is empty, but Pred has a value."
NCT02799602_Hussain_ARASENS_JCO'23,4,0.0,0.0,0.0,numeric_tolerance,,,"GT is empty, but Pred has a value."
NCT02799602_Hussain_ARASENS_JCO'23,Metastases - N (%) | Bone | Treatment,0.0,0.0,0.0,numeric_tolerance,,517,"GT is empty, and Pred has a value. Therefore, correctness and completeness are both 0.0."
NCT02799602_Hussain_ARASENS_JCO'23,Metastases - N (%) | Nodal | Control,0.0,0.0,0.0,numeric_tolerance,,23,"Since the GT is empty and the prediction is not, both correctness and completeness are 0."
NCT02799602_Hussain_ARASENS_JCO'23,Metastases - N (%) | Nodal | Treatment,0.0,0.0,0.0,numeric_tolerance,,23,"Since the GT is empty and the prediction is not, both correctness and completeness are 0."
NCT02799602_Hussain_ARASENS_JCO'23,OS Rate (%) | High volume | Control,0.0,0.0,0.0,numeric_tolerance,,Approximately 45-50%,"GT is empty, and Pred contains numbers. Therefore, correctness and completeness are both 0.0."
NCT02799602_Hussain_ARASENS_JCO'23,OS Rate (%) | Low volume | Control,0.0,0.0,0.0,numeric_tolerance,,Approximately 75-80%,"GT is empty, and Pred contains numbers. Therefore, correctness and completeness are both 0.0."
NCT02799602_Hussain_ARASENS_JCO'23,OS Rate (%) | High volume | Treatment,0.0,0.0,0.0,numeric_tolerance,,Approximately 60-65%,"GT is empty, and Pred contains numbers. Therefore, correctness and completeness are both 0.0."
NCT02799602_Hussain_ARASENS_JCO'23,OS Rate (%) | Overall | Control,0.0,0.0,0.0,numeric_tolerance,,Approximately 45-50%,"GT is empty, and Pred has a value. Therefore, correctness and completeness are both 0.0."
NCT02799602_Hussain_ARASENS_JCO'23,OS Rate (%) | Overall | Treatment,0.0,0.0,0.0,numeric_tolerance,,Approximately 60-65%,"GT is empty, and Pred has a value. Therefore, correctness and completeness are both 0.0."
NCT02799602_Hussain_ARASENS_JCO'23,OS Rate (%) | Low volume | Treatment,0.0,0.0,0.0,numeric_tolerance,,Approximately 85-90%,"GT is empty, and Pred has a value. Therefore, correctness and completeness are both 0.0."
NCT02799602_Hussain_ARASENS_JCO'23,Mode of metastases - N (%) | Synchronous | Treatment,0.0,0.0,0.0,numeric_tolerance,High-volume: 432 (86.9) Low-volume: 126 (81.8) High-risk: 416 (92.0) Low-risk: 142 (71.4),558 (85.7%),"The prediction contains two numbers, 558 and 85.7. Neither of these numbers are present in the GT."
NCT02799602_Hussain_ARASENS_JCO'23,Mode of metastases - N (%) | Metachronous | Treatment,0.5,0.5,0.5,numeric_tolerance,High-volume: 58 (11.7) Low-volume: 28 (18.2) High-risk: 33 (7.3) Low-risk: 53 (26.6),86 (13.2%),"The prediction contains two numbers, 86 and 13.2. 13.2 is within tolerance of 11.7 and 18.2. 86 is not present in the GT."
NCT02799602_Hussain_ARASENS_JCO'23,Mode of metastases - N (%) | Metachronous | Control,0.5,0.5,0.5,numeric_tolerance,High-volume: 59 (11.6) Low-volume: 23 (15.8) High-risk: 39 (8.5) Low-risk: 43 (22.2),82 (12.5%),"The prediction contains two numbers, 82 and 12.5. 12.5 is within tolerance of 11.6 and 15.8. 82 is not present in the GT."
NCT02799602_Hussain_ARASENS_JCO'23,Mode of metastases - N (%) | Synchronous | Control,0.5,0.5,0.5,numeric_tolerance,High-volume: 445 (87.6) Low-volume: 121 (82.9) High-risk: 419 (91.1) Low-risk: 147 (75.8),566 (86.5%),"The prediction contains two numbers, 566 and 86.5. 86.5 is within tolerance of 87.6 and 82.9. 566 is not present in the GT."
NCT02799602_Hussain_ARASENS_JCO'23,PS - N (%) | 0 | Treatment,0.0,0.0,0.0,numeric_tolerance,High-volume: 343 (69.0) Low-volume: 123 (79.9) High-risk: 317 (70.1) Low-risk: 149 (74.9),466,"The prediction only contains one number, 466, which does not match any of the numbers in the ground truth within the allowed tolerance."
NCT02799602_Hussain_ARASENS_JCO'23,PS - N (%) | 1-2 | Control,0.0,0.0,0.0,numeric_tolerance,High-volume: 157 (30.9) Low-volume: 33 (22.6) High-risk: 140 (30.4) Low-risk: 50 (25.8),190,"The prediction only contains one number, 190, which does not match any of the numbers in the ground truth within the allowed tolerance."
NCT02799602_Hussain_ARASENS_JCO'23,PS - N (%) | 0 | Control,0.0,0.0,0.0,numeric_tolerance,High-volume: 349 (68.7) Low-volume: 113 (77.4) High-risk: 318 (69.1) Low-risk: 144 (74.2),462,"The prediction only contains one number, 462, which does not match any of the numbers in the ground truth within the allowed tolerance."
NCT02799602_Hussain_ARASENS_JCO'23,PS - N (%) | 1-2 | Treatment,0.0,0.0,0.0,numeric_tolerance,High-volume: 154 (31.0) Low-volume: 31 (20.1) High-risk: 135 (29.9) Low-risk: 50 (25.1),185,"The prediction only contains one number, 185, which does not match any of the numbers in the ground truth within the allowed tolerance."
NCT02799602_Hussain_ARASENS_JCO'23,Region - N (%) | Asia | Treatment,0.0,0.0,0.0,numeric_tolerance,,36,"GT is empty, but Pred has a value."
NCT02799602_Hussain_ARASENS_JCO'23,Region - N (%) | North America | Treatment,0.0,0.0,0.0,numeric_tolerance,,203,"GT is empty, but Pred has a value."
NCT02799602_Hussain_ARASENS_JCO'23,Region - N (%) | Asia | Control,0.0,0.0,0.0,numeric_tolerance,,46,"GT is empty, but Pred has a value."
NCT02799602_Hussain_ARASENS_JCO'23,Region - N (%) | North America | Control,0.0,0.0,0.0,numeric_tolerance,,268,"GT is empty, but Pred has a value."
NCT02799602_Hussain_ARASENS_JCO'23,Quality of Life Scale,0.75,1.0,0.5,structured_text,Brief Pain Inventory Short-Form; FACT–Prostate (NCCN symptom index 17-item),Functional Assessment of Cancer Therapy–Prostate (National Comprehensive Cancer Network) symptom index 17-item questionnaire,"The prediction only captures one of the two scales mentioned in the GT, and rephrases it. While the rephrasing is acceptable, it misses the Brief Pain Inventory Short-Form."
NCT02799602_Hussain_ARASENS_JCO'23,Treatment Class,0.0,0.0,0.0,structured_text,Androgen receptor pathway inhibitor (AR antagonist),Triplet therapy,"The prediction provides a different classification than the GT. While ""triplet therapy"" might be true in the context of the trial, it's not the specific treatment class of Darolutamide itself."
NCT02799602_Hussain_ARASENS_JCO'23,Treatment Arm 1 Regimen,0.75,1.0,0.5,structured_text,Darolutamide 600 mg orally twice daily + ADT + docetaxel,Darolutamide + ADT + docetaxel,The prediction correctly identifies the drugs used in the regimen but misses the dosage and schedule of Darolutamide.
NCT02799602_Hussain_ARASENS_JCO'23,Volume of disease - N (%) | High | Control,0.75,0.5,1.0,numeric_tolerance,High-volume subgroup n=508,508 (77.7%),"The GT contains ""508"". The Pred contains ""508"" and ""77.7%"". 508 in Pred matches 508 in GT. Since the definition asks for number and percentage, the prediction is trying to provide both. However, the GT only provides the number. Correctness: 508 matches, but 77.7 is not in GT. Thus, correctness is 0."
NCT02799602_Hussain_ARASENS_JCO'23,Volume of disease - N (%) | High | Treatment,0.75,0.5,1.0,numeric_tolerance,High-volume subgroup n=497,497 (76.3%),"The GT contains ""497"". The Pred contains ""497"" and ""76.3%"". 497 in Pred matches 497 in GT. Since the definition asks for number and percentage, the prediction is trying to provide both. However, the GT only provides the number. Correctness: 497 matches, but 76.3 is not in GT. Thus, correctness is 0."
NCT02799602_Hussain_ARASENS_JCO'23,Volume of disease - N (%) | Low | Control,0.75,0.5,1.0,numeric_tolerance,Low-volume subgroup n=146,146 (22.3%),"The GT contains ""146"". The Pred contains ""146"" and ""22.3%"". 146 in Pred matches 146 in GT. Since the definition asks for number and percentage, the prediction is trying to provide both. However, the GT only provides the number. Correctness: 146 matches, but 22.3 is not in GT. Thus, correctness is 0."
NCT02799602_Hussain_ARASENS_JCO'23,Class of Agent in Treatment Arm 1,0.75,1.0,0.5,structured_text,Androgen receptor pathway inhibitor / androgen receptor antagonist (darolutamide),Androgen receptor pathway inhibitor,The prediction correctly identifies the class of agent but misses the specific drug name (darolutamide).
NCT02799602_Hussain_ARASENS_JCO'23,Type of Therapy,0.5,0.5,0.5,structured_text,Triplet therapy: hormonal (AR inhibitor) + ADT + chemotherapy (docetaxel),"Darolutamide + androgen-deprivation therapy (ADT) + docetaxel, Placebo + androgen-deprivation therapy (ADT) + docetaxel","The prediction lists the components of both the treatment and control arms, but doesn't explicitly state ""triplet therapy"" or the categories of each component (hormonal, ADT, chemotherapy). It also includes information from both arms when the column definition doesn't specify which arm to extract fr"
